token	section	subcategory	specific	suppress
5 etchings) on rives wove paper	Prints	Etching	""	false
5 lithographs	Prints	Lithograph	""	false
5 pages with 2 images on each sheet	Other	""	""	false
5 pills	Other	""	""	false
5 x 4 1	Other	""	""	false
5-color lithograph	Prints	Lithograph	""	false
50	Other	""	""	false
52 line block reproductions after pen and ink drawings on guarro's spanish pure rag paper with colored silk threads	Prints	Line block	""	false
57 bandeauxs	Other	""	""	false
6	Other	""	""	false
6 color	Other	""	""	false
6 color aquatints on richard de bas auvegne paper	Prints	Aquatint	""	false
6 color lithograph	Prints	Lithograph	""	false
6 color screenprint	Prints	Screenprint	""	false
6 etchings	Prints	Etching	""	false
6 etchings and engravings on japon ancien	Prints	Engraving	""	false
6 full page engravings	Prints	Engraving	""	false
6 letterpress reproductions of woodcuts	Prints	Letterpress	""	false
6 line block reproductions on laid paper	Prints	Line block	""	false
6 linocuts (2 color) on montval wove paper	Prints	Linocut	""	false
6 of which are unique handcolored paintings with acrylic on screenprint backgrounds and 1 screenprint poster	Prints	Screenprint	""	false
6 plate ambrotype in thermoplastic union case	Metal	Plate	""	false
6 x 4 snapshot	Other	""	""	false
6 zincographs on red wove paper	Paper + parchment	Paper	Wove paper	false
66 etchings and aquatints on richard de bas laid paper	Prints	Aquatint	""	false
68 lithographs (including duplicates on title page and wrapper front) on ivory laid chine	Prints	Lithograph	""	false
6th plate daguerrotype in cloth covered case	Textiles + fiber	Other woven textiles	Cloth	false
7 engravings with drypoint and burin on ivory montval paper	Prints	Engraving	""	false
7 etchings	Prints	Etching	""	false
7 lithographs on japon	Prints	Lithograph	""	false
7 original woodcuts and 6 new silkscreens along with the broadside texts	Prints	Woodcut	""	false
7 printed in black ink)	Ink + drawing	Ink	""	false
7-color lithograph	Prints	Lithograph	""	false
7.1 surround sound	Other	""	""	false
72 lithographs (black and white	Prints	Lithograph	""	false
72 lithographs on malacca rag paper	Prints	Lithograph	""	false
72 woodcuts printed in black and 72 woodcuts printed in red in paper portfolios within board cover and slipcase	Paper + parchment	Paper	""	false
72 woodcuts printed in black in paper portfolio within board cover and slipcase	Paper + parchment	Paper	""	false
72 woodcuts printed in red in paper portfolio within board cover andslipcase	Paper + parchment	Paper	""	false
8 double page and 1 single page photomechanical process	Prints	Photomechanical	""	false
8 inch woven rattan	Organic	Wood + plant	Rattan	false
8 pochoir illustrations on japon (2 hors texte) after gouaches of miro	Prints	Pochoir	""	false
8 transfer lithographs including cover collage	Prints	Lithograph	""	false
8 transfer lithographs on arches wove paper	Prints	Lithograph	""	false
8-ply silk crepe and ostrich feathers	Textiles + fiber	Silk	Silk crepe	false
81 woodburytypes mounted to the first page of each essay with a simulated printed frame around each image	Prints	Photographic process	Woodburytype	false
9 aluminum plates included	Other	""	""	false
9 drypoints on arches wove paper and 1 on parchment cover	Prints	Drypoint	""	false
9 full page engravings	Prints	Engraving	""	false
9 illustrations (6 zincographs	Other	""	""	false
9 woodcuts (cut by tony beltrand	Prints	Woodcut	""	false
92 with hand coloring	Ink + drawing	Hand colouring	""	false
96 offset lithographs in bound book	Prints	Offset lithograph	""	false
[cotton?]	Textiles + fiber	Cotton	""	false
\color photo offset lithograph poster	Prints	Offset lithograph	""	false
a	Other	""	""	false
a black fabric swatch and applied gold leaf on paper	Textiles + fiber	Other woven textiles	Fabric	false
a bottle of anchor steam beer with a label that contains soft-ground etching	Prints	Etching	""	false
a paper knife of card stock printed with horned bull's head and title laid in	Paper + parchment	Paper	""	false
a stainless steel cover and digital clock	Metal	Steel	""	false
a tanned and stretched toad nailed to onlay panel of each cover	Other	""	""	false
a vinyl recording of the song is included in a pasted in sleeve	Other	""	""	false
a vrai reseau	Other	""	""	false
a wove jacket with lithograph on the front	Prints	Lithograph	""	false
a&b) black wool c) white pique	Textiles + fiber	Wool	""	false
a&b) wool gauze with passementerie	Textiles + fiber	Other woven textiles	Gauze	false
a) and c) silk b) silk crepe	Textiles + fiber	Silk	Silk crepe	false
a) cotton b) rayon c) silk	Textiles + fiber	Cotton	""	false
a) gold tray	Metal	Gold	""	false
a) lithograph	Prints	Lithograph	""	false
a) opaque watercolor and gold on paper b) black ink text (inscription) on paper	Paint + pigment	Watercolour + wash	Watercolor	false
a) printed silk	Textiles + fiber	Silk	""	false
a) red crayon on paper b) graphite on paper	Ink + drawing	Pencil + graphite	Graphite	false
a) silk surah b) cord	Textiles + fiber	Silk	""	false
a) steel and silver b) shagreen	Metal	Silver	""	false
a) tulle with lace applique	Textiles + fiber	Other woven textiles	Tulle	false
a) wood and metal b) wood	Metal	""	""	false
a) wool and silk b) calf leather	Textiles + fiber	Silk	""	false
a) wool double knit and silk b) leather	Textiles + fiber	Silk	""	false
a)black silk slipper satin	Textiles + fiber	Other woven textiles	Satin	false
a)blue	Other	""	""	false
a)olive corduroy b) olive wool knit	Textiles + fiber	Wool	""	false
a)pale yellow angora jersey b) silk c) leather	""	""	""	true
a)plum paisley mousseline b)plum plaid poly jersey	Other	""	""	false
a)white beaded linen b) linen	Textiles + fiber	Other woven textiles	Linen	false
a-b)pink silk	Textiles + fiber	Silk	""	false
a.t. tissue	Other	""	""	false
abaca	Other	""	""	false
abaca fiber	Textiles + fiber	Fiber	""	false
abalone	Other	""	""	false
abalone and leather	Organic	Leather + hide	Leather	false
abalone inlay	Other	""	""	false
abalone shell (paua)	Organic	Shell + pearl	Shell	false
abalone shells white trade beads	Textiles + fiber	Trimmings	Bead	false
abraded	Other	""	""	false
abraham and isaac)	Other	""	""	false
abrus (common and scientific)	Other	""	""	false
abrus and coix seeds	Other	""	""	false
"abruzzi-aquila or""byzantine"" tape lace"	Textiles + fiber	Lace	""	false
accented with graphite and heightened with white chalk	Ink + drawing	Chalk + crayon	Chalk	false
accented with graphite on cream wove handmade paper	Ink + drawing	Pencil + graphite	Graphite	false
accented with white gouache on cream laid paper	Paint + pigment	Gouache + tempera	Gouache	false
accents on top of wash on right arm in grey ink	Ink + drawing	Ink	""	false
accessory objects (buttons	Other	""	""	false
accessory pile (hooked)	Other	""	""	false
accessory pile (hooked) on burlap	Other	""	""	false
accessory pile (hooked) on jute	Other	""	""	false
accessory stitching	Other	""	""	false
accidental marks printed in colorfrom shaped plates on farnsworth handmade paper	Paper + parchment	Paper	Handmade paper	false
accompanied by 1 original photograph	Prints	Photographic process	Photograph	false
accompanied by a portfolio containing an extra suite of 4 prints	Other	""	""	false
accompanying etching	Prints	Etching	""	false
accordian pleated gold lame	Metal	Gold	""	false
accordian sketchbook with 26 felt marker drawings	Ink + drawing	Drawing	""	false
accordion book juxtaposing excerpts with soft ground etching of baseball figures.	Prints	Etching	""	false
accordion book with double-sided watercolor and wood cover	Paint + pigment	Watercolour + wash	Watercolor	false
accordion book with letterpress	Prints	Letterpress	""	false
accordion bound book with purple cloth binding over boards	Textiles + fiber	Other woven textiles	Cloth	false
accordion fold book of 52 photomechanical process reproduction of photographs in cardboard slipcase	Prints	Photomechanical	""	false
"accordion fold book of 6 soft ground etchings with ""text"" handwritten in graphite in copper bound book in wood portfolio box"	Prints	Etching	""	false
accordion fold book with color lithographs	Prints	Lithograph	""	false
accordion fold book with color lithographs recto and verso	Prints	Lithograph	""	false
accordion fold exhibition catalogue with photographic reproductions of several images	Prints	Photographic process	Photograph	false
accordion fold volume of color woodblock prints	Prints	Woodcut	""	false
accordion folds within red cloth covered boards shaped like a house with raised flame shapes beneath red cloth on cover	Textiles + fiber	Other woven textiles	Cloth	false
accordion-fold book of offset printed reproductions of black and white photographs	Prints	Offset lithograph	""	false
accordion-fold book with 39 photo-collages and quotations from the text printed by color offset lithography on curtis brightwater cover paper as volume 3 in portfolio box with volume 1	Prints	Offset lithograph	""	false
accordion-fold book with ballpoint pen	Ink + drawing	Ink	Pen	false
accordion-fold book with reproductions of ink and watercolor drawings	Ink + drawing	Drawing	""	false
accordion-fold reversible book with 24 photomechanical process reproductions of photographic images in plastic slipcase	Prints	Photomechanical	""	false
accordion-style book with 23 photoetchings	Prints	Etching	""	false
acetate	Inorganic	Acetate	""	false
acetate and nylon	Textiles + fiber	Other woven textiles	Nylon	false
acetate and nylon plain weave with supplementary synthetic metal wefts and supplementary acetate warps	Textiles + fiber	Other woven textiles	Nylon	false
acetate and rayon	Textiles + fiber	Other woven textiles	Rayon	false
acetate faille	Inorganic	Acetate	""	false
acetate lining	Inorganic	Acetate	""	false
acetate ribbon	Textiles + fiber	Trimmings	Ribbon	false
acetate satin	Textiles + fiber	Other woven textiles	Satin	false
acetate satin ribbon	Textiles + fiber	Trimmings	Ribbon	false
acid free boards	Other	""	""	false
acquatint	Other	""	""	false
acrylic	Paint + pigment	Acrylic	""	false
acrylic (?)	Paint + pigment	Acrylic	""	false
acrylic and alkyd enamel on fabriano paper	Paint + pigment	Acrylic	""	false
acrylic and charcoal on cardboard mounted on canvas covered stretchers	Ink + drawing	Charcoal	""	false
acrylic and charcoal on two sheets of joined paper	Ink + drawing	Charcoal	""	false
acrylic and collage on paper	Paint + pigment	Acrylic	""	false
acrylic and collage on paper mounted to linen	Paint + pigment	Acrylic	""	false
acrylic and copper on paper	Paint + pigment	Acrylic	""	false
acrylic and enamel on canvas	Paint + pigment	Acrylic	""	false
acrylic and gouache on canvas	Paint + pigment	Acrylic	""	false
acrylic and graphite	Ink + drawing	Pencil + graphite	Graphite	false
acrylic and graphite on canvas	Ink + drawing	Pencil + graphite	Graphite	false
acrylic and graphite on paper	Ink + drawing	Pencil + graphite	Graphite	false
acrylic and graphite on rag paper	Ink + drawing	Pencil + graphite	Graphite	false
acrylic and graphite on unstretched canvas	Ink + drawing	Pencil + graphite	Graphite	false
acrylic and house paint on recycled canvas	Paint + pigment	Acrylic	""	false
acrylic and india ink on paper	Ink + drawing	Ink	""	false
acrylic and ink	Ink + drawing	Ink	""	false
acrylic and ink on four sheets of joined gold paper	Ink + drawing	Ink	""	false
acrylic and ink on paper	Ink + drawing	Ink	""	false
acrylic and ink on wove paper	Ink + drawing	Ink	""	false
acrylic and maize painting on resin-coated aluminum	Paint + pigment	Acrylic	""	false
acrylic and metallic paint	Paint + pigment	Paint	""	false
acrylic and mixed media on canvas	Paint + pigment	Acrylic	""	false
acrylic and oil on canvas	Paint + pigment	Acrylic	""	false
acrylic and oil on japanese paper	Paint + pigment	Acrylic	""	false
acrylic and paper collage on canvas	Paint + pigment	Acrylic	""	false
acrylic and pencil on gesso treated fabriano paper	Paint + pigment	Paint	""	false
acrylic and silkscreen ink on canvas	Ink + drawing	Ink	""	false
acrylic and spray paint on canvas	Paint + pigment	Acrylic	""	false
acrylic and tempera on canvas	Paint + pigment	Acrylic	""	false
acrylic and water-based media on arches paper	Paint + pigment	Acrylic	""	false
acrylic and watercolor	Paint + pigment	Watercolour + wash	Watercolor	false
acrylic and watercolor on paper	Paint + pigment	Watercolour + wash	Watercolor	false
acrylic and white paper cutout on black paper	Paint + pigment	Acrylic	""	false
acrylic cord	Paint + pigment	Acrylic	""	false
acrylic gloss varnish	Paint + pigment	Acrylic	""	false
acrylic ink and flourescent paint on paper	Ink + drawing	Ink	""	false
acrylic ink and paint on drafting film	Ink + drawing	Ink	""	false
acrylic ink on wallpaper	Ink + drawing	Ink	""	false
acrylic on aluminum mesh	Paint + pigment	Acrylic	""	false
acrylic on canvas	Paint + pigment	Acrylic	""	false
acrylic on canvas with artist's frame	Paint + pigment	Acrylic	""	false
acrylic on cm fabriano paper	Paint + pigment	Acrylic	""	false
acrylic on dictionary pages	Paint + pigment	Acrylic	""	false
acrylic on hardboard	Paint + pigment	Acrylic	""	false
acrylic on heavy white wove paper	Paint + pigment	Acrylic	""	false
acrylic on paper	Paint + pigment	Acrylic	""	false
acrylic on paper mounted on cardboard	Paint + pigment	Acrylic	""	false
acrylic on unstretched canvas	Paint + pigment	Acrylic	""	false
acrylic on white paper	Paint + pigment	Acrylic	""	false
acrylic on wood	Paint + pigment	Acrylic	""	false
acrylic on wove paper	Paint + pigment	Acrylic	""	false
acrylic paint	Paint + pigment	Acrylic	""	false
acrylic paint and graphite on handmade wove paper	Paint + pigment	Acrylic	""	false
acrylic paint and ink	Paint + pigment	Acrylic	""	false
acrylic paint and paper collage on paper	Paint + pigment	Acrylic	""	false
acrylic paint and synthetic polymer paint on paper	Paint + pigment	Acrylic	""	false
acrylic paint and thread	Paint + pigment	Acrylic	""	false
acrylic paint on newspaper clippings	Paint + pigment	Acrylic	""	false
acrylic paint on unstretched canvas	Paint + pigment	Acrylic	""	false
acrylic plastic	Paint + pigment	Acrylic	""	false
acrylic potato print on digital photo print	Paint + pigment	Acrylic	""	false
acrylic resin gouache on arches watercolor paper	Paint + pigment	Watercolour + wash	Watercolor	false
acrylic sheet	Paint + pigment	Acrylic	""	false
acrylic spray paint	Paint + pigment	Acrylic	""	false
acrylic spray paint on canvas	Paint + pigment	Acrylic	""	false
acrylic spray paint on textured watercolor paper	Paint + pigment	Watercolour + wash	Watercolor	false
acrylic toner transfer and paint on paper	Paint + pigment	Acrylic	""	false
acrylic yarn on buckram (satin	Paint + pigment	Acrylic	""	false
acrylic(?)	Paint + pigment	Acrylic	""	false
acrylilc	Other	""	""	false
acyrlic	Other	""	""	false
added after printing	Other	""	""	false
additional white chalk with stumping around figure in upper half of sheet (recto)	Ink + drawing	Chalk + crayon	Chalk	false
additional woodcuts and engravings in text	Prints	Engraving	""	false
